product.partNumber,location.locationIdentifier,startDate,duration,planParentType,planType,quantity,quantityUnits,planningCycle,source,sourceLink
CO-CO-M328,LT-2,2021-08-27,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-09-06,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-09-16,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-09-26,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-CO-M328
CO-DL-A230,LT-2,2021-08-07,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-17,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-27,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-09-06,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-09-16,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-09-26,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-A230
CO-DL-T316,LT-2,2021-08-07,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-T316
CO-DL-T316,LT-2,2021-08-17,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-T316
CO-DL-T316,LT-2,2021-08-27,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-T316
CO-DL-T316,LT-2,2021-09-07,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-T316
CO-DL-T316,LT-2,2021-09-16,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-T316
CO-DL-T316,LT-2,2021-09-26,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-T316
CO-RD-I380,LT-2,2021-08-07,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-I380
CO-RD-I380,LT-2,2021-08-17,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-I380
CO-RD-I380,LT-2,2021-08-27,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-I380
CO-RD-I380,LT-2,2021-09-07,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-I380
CO-RD-I380,LT-2,2021-09-16,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-I380
CO-RD-I380,LT-2,2021-09-26,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-I380
CO-RD-R296,LT-2,2021-08-07,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-R296
CO-RD-R296,LT-2,2021-08-17,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-R296
CO-RD-R296,LT-2,2021-08-27,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-R296
CO-RD-R296,LT-2,2021-09-07,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-R296
CO-RD-R296,LT-2,2021-09-16,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-R296
CO-RD-R296,LT-2,2021-09-26,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-R296
CO-RD-S282,LT-2,2021-08-07,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-S282
CO-RD-S282,LT-2,2021-08-17,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-S282
CO-RD-S282,LT-2,2021-08-27,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-S282
CO-RD-S282,LT-2,2021-09-07,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-S282
CO-RD-S282,LT-2,2021-09-16,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-S282
CO-RD-S282,LT-2,2021-09-26,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-S282
CO-AM-S185,LT-2,2021-10-06,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-10-16,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-10-26,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-11-05,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-11-15,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-11-25,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S393,LT-2,2021-10-06,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-10-16,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-10-26,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-11-05,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-11-15,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-11-25,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S393
CO-CO-M328,LT-2,2021-10-06,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-10-16,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-10-26,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-11-05,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-11-15,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-11-25,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-CO-M328
CO-DL-A230,LT-2,2021-10-06,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-10-16,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-10-26,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-11-05,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-11-15,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-11-25,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-A230
CO-DL-T316,LT-2,2021-10-06,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-T316
CO-DL-T316,LT-2,2021-10-16,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-T316
CO-DL-T316,LT-2,2021-10-26,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-T316
CO-DL-T316,LT-2,2021-11-05,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-T316
CO-DL-T316,LT-2,2021-11-15,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-T316
CO-DL-T316,LT-2,2021-11-25,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-T316
CO-RD-I380,LT-2,2021-10-06,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-I380
CO-RD-I380,LT-2,2021-10-16,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-I380
CO-RD-I380,LT-2,2021-10-26,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-I380
CO-RD-I380,LT-2,2021-11-05,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-I380
CO-RD-I380,LT-2,2021-11-15,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-I380
CO-RD-I380,LT-2,2021-11-25,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-I380
CO-RD-R296,LT-2,2021-10-06,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-R296
CO-RD-R296,LT-2,2021-10-16,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-R296
CO-RD-R296,LT-2,2021-10-26,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-R296
CO-RD-R296,LT-2,2021-11-05,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-R296
CO-RD-R296,LT-2,2021-11-15,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-R296
CO-RD-R296,LT-2,2021-11-25,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-R296
CO-RD-S282,LT-2,2021-10-06,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-S282
CO-RD-S282,LT-2,2021-10-16,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-S282
CO-RD-S282,LT-2,2021-10-26,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-S282
CO-RD-S282,LT-2,2021-11-05,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-S282
CO-RD-S282,LT-2,2021-11-15,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-S282
CO-RD-S282,LT-2,2021-11-25,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-S282
23000362,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/23000362
7900014,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/7900014
86000123,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/86000123
7900012,LT-1,2021-07-26,1,PO_PLACED,INBOUND,18,EA,,ERP,http://lighttree.com/7900012
7900012,LT-1,2021-07-26,1,PO_PLACED,INBOUND,26,EA,,ERP,http://lighttree.com/7900012
29000469,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/29000469
82500380,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/82500380
83600200,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/83600200
89820200,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/89820200
9665304,LT-1,2021-07-26,1,PO_PLACED,INBOUND,18,EA,,ERP,http://lighttree.com/9665304
9665304,LT-1,2021-07-26,1,PO_PLACED,INBOUND,26,EA,,ERP,http://lighttree.com/9665304
39000224,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/39000224
2510188,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/2510188
7900015,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/7900015
45000222,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/45000222
7900063,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/7900063
9664145,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/9664145
9664144,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/9664144
81028220,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/81028220
2530003,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/2530003
9665306,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/9665306
23000362,LT-1,2021-07-21,1,PO_PLACED,INBOUND,56,EA,,ERP,http://lighttree.com/23000362
39000221,LT-1,2021-07-25,1,PO_PLACED,INBOUND,56,EA,,ERP,http://lighttree.com/39000221
9664144,LT-1,2021-07-18,1,PO_PLACED,INBOUND,56,EA,,ERP,http://lighttree.com/9664144
,,,,,,,,,,
